No,Permintaan/Hasil,Tipe hasil pemeriksaan,LOINC Code,Nama Pemeriksaan,Answer List ,Code,Code System ,Keterangan 
,,,,,Negative,LA6577-6,http://loinc.org,
1770,Permintaan & Hasil,Quantitative,25372-4,Beta-HCG kuantitatif urine,,,,
1771,Permintaan & Hasil,Quantitative,25372-4,Beta-HCG kuantitatif urine,,,,
1772,Permintaan & Hasil,Quantitative,15067-2,FSH urine,,,,
1773,Permintaan,Quantitative,34539-7,Elektroforesis protein urine sewaktu,,,,
1774,Permintaan,,81231-3,Elektroforesis protein urine 24 jam,,,,
1775,Permintaan & Hasil,Quantitative,2888-6,Protein total urine sewaktu,,,,
1776,Permintaan & Hasil,Quantitative,2889-4,Protein total urine 24 jam,,,,
1777,Permintaan & Hasil,Quantitative,6942-7,Albumin urine sewaktu (Elektroforesis),,,,
1778,Hasil,Quantitative,6941-9,Albumin urine 24 jam (Elektroforesis),,,,
1779,Hasil,Quantitative,13990-7,Alfa 1 globulin urine sewaktu (Elektroforesis),,,,
1780,Hasil,Quantitative,9734-5,Alfa 1 globulin urine sewaktu (Elektroforesis),,,,
1781,Hasil,Quantitative,13984-0,Alfa 1 globulin urine 24 jam (Elektroforesis),,,,
1782,Hasil,Quantitative,6794-2,Alfa 1 globulin urine 24 jam (Elektroforesis),,,,
1783,Hasil,Quantitative,13993-1,Alfa 2 globulin urine sewaktu (Elektroforesis),,,,
1784,Hasil,Quantitative,38190-5,Alfa 2 globulin urine sewaktu (Elektroforesis),,,,
1785,Hasil,Quantitative,13987-3,Alfa 2 globulin urine 24 jam (Elektroforesis),,,,
1786,Hasil,Quantitative,6795-9,Alfa 2 globulin urine 24 jam (Elektroforesis),,,,
1787,Hasil,Quantitative,13994-9,Beta globulin urine sewaktu (Elektroforesis),,,,
1788,Hasil,Quantitative,9744-4,Beta globulin urine sewaktu (Elektroforesis),,,,
1789,Hasil,Quantitative,13988-1,Beta globulin urine 24 jam (Elektroforesis),,,,
1790,Permintaan & Hasil,Quantitative,94714-3,Beta globulin urine 24 jam (Elektroforesis),,,,
1791,Hasil,Quantitative,13995-6,Gamma globulin urine sewaktu (Elektroforesis),,,,
1792,Hasil,Quantitative,9745-1,Gamma globulin urine sewaktu (Elektroforesis),,,,
1793,Hasil,Quantitative,13989-9,Gamma globulin urine 24 jam (Elektroforesis),,,,
1794,Permintaan & Hasil,Quantitative,94715-0,Gamma globulin urine 24 jam (Elektroforesis),,,,
1795,Hasil,Quantitative,9405-2,Rasio albumin/globulin urine sewaktu,,,,
1796,Permintaan & Hasil,Quantitative,44293-9,Rasio albumin/globulin urine sewaktu (Elektroforesis),,,,
1797,Hasil,Quantitative,9406-0,Rasio albumin/globulin urine 24 jam,,,,
1798,Permintaan & Hasil,Quantitative,44294-7,Rasio albumin/globulin urine 24 jam (Elektroforesis),,,,
1799,Permintaan & Hasil,Quantitative,14957-5,Mikroalbumin urine,,,,
1800,Permintaan & Hasil,Quantitative,14957-5,Mikroalbumin urine,,,,
1801,Permintaan & Hasil,Quantitative,14957-5,Mikroalbumin urine,,,,
1802,Permintaan & Hasil,Quantitative,14957-5,Mikroalbumin urine,,,,
1803,Permintaan & Hasil,Quantitative,2161-8,Kreatinin urine,,,,
1804,Permintaan & Hasil,Quantitative,2161-8,Kreatinin urine,,,,
1805,Permintaan & Hasil,Quantitative,2161-8,Kreatinin urine,,,,
1806,Permintaan & Hasil,Quantitative,14959-1,Albumin-creatinin ratio (ACR),,,,
1807,Permintaan & Hasil,Quantitative,14959-1,Albumin-creatinin ratio (ACR),,,,
1808,Hasil,Quantitative,3167-4,Volume urine 24 jam,,,,
1809,Permintaan & Hasil,Quantitative,30003-8,Mikroalbumin urine 24 jam,,,,
1810,Permintaan & Hasil,Quantitative,14956-7,Mikroalbumin urine 24 jam,,,,
1811,Permintaan & Hasil,Quantitative,14956-7,Mikroalbumin urine 24 jam,,,,
1812,Permintaan & Hasil,Quantitative,14956-7,Mikroalbumin urine 24 jam,,,,
1813,Permintaan & Hasil,Quantitative,3087-4,Asam urat urine 24 jam,,,,
1814,Permintaan & Hasil,Quantitative,3087-4,Asam urat urine 24 jam,,,,
1815,Permintaan & Hasil,Quantitative,2484-4,Insulin-like growth factor-I (IgF-I),,,,
1816,Permintaan & Hasil,Quantitative,2484-4,Insulin-like growth factor-I (IgF-I),,,,
1817,Permintaan & Hasil,Quantitative,2484-4,Insulin-like growth factor-I (IgF-I),,,,
1818,Permintaan & Hasil,Quantitative,2484-4,Insulin-like growth factor-I (IgF-I),,,,
1819,Permintaan & Hasil,Quantitative,2484-4,Insulin-like growth factor-I (IgF-I),,,,
1820,Permintaan & Hasil,Quantitative,2915-7,Renin,,,,
1821,Permintaan & Hasil,Quantitative,35570-1,Renin,,,,
1822,Permintaan,,80525-9,Uroflowmetri,,,,
1823,Hasil,Quantitative,80519-2,Kecepatan maksimal aliran urine,,,,
1824,Hasil,Quantitative,80522-6,Kecepatan rata-rata aliran urine,,,,
1825,Hasil,Quantitative,80523-4,Urine output,,,,
1826,Hasil,Quantitative,80526-7,Waktu kecepatan maksimal aliran urine,,,,
1827,Hasil,Quantitative,80520-0,Flow time,,,,
1828,Permintaan & Hasil,Quantitative,80524-2,Voiding time,,,,
1829,Hasil,Quantitative,9197-5,Urine output - post void,,,,
1830,Permintaan & Hasil,Quantitative,1952-1,Beta-2-Microglobulin,,,,
1831,Permintaan & Hasil,Quantitative,83078-6,Beta-2-Microglobulin,,,,
1832,Permintaan & Hasil,Quantitative,3968-5,Fenitoin,,,,
1833,Permintaan & Hasil,Quantitative,10535-3,Digoksin,,,,
1834,Permintaan & Hasil,Quantitative,83093-5,Digoksin,,,,
1835,Permintaan & Hasil,Quantitative,3432-2,Karbamazepin,,,,
1836,Permintaan & Hasil,Quantitative,3520-4,Siklosporin,,,,
1837,Permintaan & Hasil,Quantitative,16703-1,Siklosporin,,,,
1838,Permintaan & Hasil,Quantitative,14978-1,Siklosporin,,,,
1839,Permintaan & Hasil,Quantitative,4047-7,Theofilin,,,,
1840,Permintaan & Hasil,Quantitative,3948-7,Fenobarbital,,,,
1841,Permintaan & Hasil,Quantitative,3948-7,Fenobarbital,,,,
1842,Permintaan & Hasil,Quantitative,35669-1,Amikasin,,,,
1843,Permintaan & Hasil,Ordinal,3349-8,Amfetamin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1844,Permintaan & Hasil,Ordinal,19343-3,Amfetamin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1845,Permintaan & Hasil,Ordinal,19344-1,Amfetamin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1846,Permintaan & Hasil,Ordinal,3390-2,Benzodiazepin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1847,Permintaan & Hasil,Ordinal,14316-4,Benzodiazepin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1848,Permintaan & Hasil,Ordinal,16195-0,Benzodiazepin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1849,Permintaan & Hasil,Ordinal,3397-7,Kokain,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1850,Permintaan & Hasil,Ordinal,19359-9,Kokain (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1851,Permintaan & Hasil,Ordinal,19360-7,Kokain (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1852,Permintaan & Hasil,Ordinal,3427-2,Mariyuana,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1853,Permintaan & Hasil,Ordinal,18282-4,Mariyuana (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1854,Permintaan & Hasil,Ordinal,19289-8,Mariyuana (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1855,Permintaan & Hasil,Ordinal,3427-2,Kanabinoid,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1856,Permintaan & Hasil,Ordinal,18282-4,Kanabinoid (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1857,Permintaan & Hasil,Ordinal,19289-8,Kanabinoid (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1858,Permintaan & Hasil,Ordinal,3779-6,Metamfetamin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1859,Permintaan & Hasil,Ordinal,19554-5,Metamfetamin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1860,Permintaan & Hasil,Ordinal,19555-2,Metamfetamin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1861,Permintaan & Hasil,Ordinal,3830-7,Morfin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1862,Permintaan & Hasil,Ordinal,19597-4,Morfin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1863,Permintaan & Hasil,Ordinal,16196-8,Morfin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1864,Permintaan & Hasil,Ordinal,3879-4,Opiat,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1865,Permintaan & Hasil,Ordinal,19295-5,Opiat (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1866,Permintaan & Hasil,Ordinal,18390-5,Opiat (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1867,Permintaan & Hasil,Ordinal,3377-9,Barbiturat,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1868,Permintaan & Hasil,Ordinal,19270-8,Barbiturat (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1869,Permintaan & Hasil,Ordinal,16429-3,Barbiturat (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1870,Permintaan & Hasil,Ordinal,3936-2,Fensiklidin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1871,Permintaan & Hasil,Ordinal,19659-2,Fensiklidin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1872,Permintaan & Hasil,Ordinal,18392-1,Fensiklidin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1873,Permintaan & Hasil,Ordinal,12293-7,Kotinin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1874,Permintaan & Hasil,Ordinal,59646-0,Kotinin (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1875,Permintaan & Hasil,Ordinal,35642-8,Kotinin (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1876,Permintaan & Hasil,Quantitative,10366-3,Kotinin,,,,
1877,Permintaan & Hasil,Quantitative,72786-7,Kotinin (skrining),,,,
1878,Permintaan & Hasil,Quantitative,92643-6,Kotinin (konfirmasi),,,,
1879,Permintaan & Hasil,Ordinal,5644-0,Etanol,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1880,Permintaan & Hasil,Ordinal,42242-8,Etanol (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1881,Permintaan & Hasil,Ordinal,34180-0,Etanol (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1882,Permintaan & Hasil,Ordinal,5694-5,Metanol,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1883,Permintaan & Hasil,Ordinal,34181-8,Metanol (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1884,Permintaan & Hasil,Ordinal,5670-5,Isopropanolol,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1885,Permintaan & Hasil,Quantitative,3774-7,Metadon,,,,
1886,Permintaan & Hasil,Quantitative,70147-4,Metadon (skrining),,,,
1887,Permintaan & Hasil,Quantitative,16246-1,Metadon (konfirmasi),,,,
1888,Permintaan & Hasil,Quantitative,3545-1,Proposikfen,,,,
1889,Permintaan & Hasil,Quantitative,16242-0,Proposikfen (konfirmasi),,,,
1890,Permintaan & Hasil,Quantitative,6693-6,Merkuri (Hg) urine 24 jam,,,,
1891,Permintaan,,29586-5,Imunoelektroforesis,,,,
1892,Hasil,Nominal,13169-8,Imunoelektroforesis,Total protein,,,
,,,,,Albumin ,52454007,http://snomed.info/sct,
,,,,,Globulin ,81905004,http://snomed.info/sct,
,,,,,Alpha 1 globulin ,2597001,http://snomed.info/sct,
,,,,,Alpha 2 globulin ,259618000,http://snomed.info/sct,
,,,,,Beta globulin ,65699000,http://snomed.info/sct,
1893,Permintaan & Hasil,Narrative,49275-1,Imunofiksasi,,,,
1894,Hasil,Nominal,25700-6,Immunoglobulin G,Immunoglobulin A,46046006,http://snomed.info/sct,
,,,,,Immunoglobulin D,11151008,http://snomed.info/sct,
,,,,,Immunoglobulin E,48583005,http://snomed.info/sct,
,,,,,Immunoglobulin G,29246005,http://snomed.info/sct,
,,,,,Immunoglobulin M,29246005,http://snomed.info/sct,
,,,,,"Immunoglobulin, light chain",87316007,http://snomed.info/sct,
1895,Permintaan & Hasil,Quantitative,9407-8,Alpha-1 Antitripsin feses,,,,
1896,Permintaan & Hasil,Quantitative,74990-3,Alpha-1 Antitripsin feses 24 jam,,,,
1897,Permintaan & Hasil,Quantitative,1825-9,Alpha-1 Antitripsin,,,,
1898,Permintaan & Hasil,Quantitative,6771-0,Alpha-1 Antitripsin,,,,
1899,Permintaan & Hasil,Nominal,32769-2,Alpha-1 Antitripsin fenotipe,Alpha-1-antitrypsin phenotype PiMM,250685002,http://snomed.info/sct,
,,,,,Alpha-1-antitrypsin phenotype PiMS,250690004,http://snomed.info/sct,
,,,,,Alpha-1-antitrypsin phenotype PiZZ,250686001,http://snomed.info/sct,
1900,Permintaan & Hasil,Nominal,6770-2,Alpha-1 Antitripsin fenotipe,Alpha-1-antitrypsin phenotype PiMM,250685002,http://snomed.info/sct,
,,,,,Alpha-1-antitrypsin phenotype PiMS,250690004,http://snomed.info/sct,
,,,,,Alpha-1-antitrypsin phenotype PiZZ,250686001,http://snomed.info/sct,
1901,Permintaan & Hasil,Quantitative,33959-8,Prokalsitonin,,,,
1902,Permintaan & Hasil,Quantitative,32721-3,Tacrolimus,,,,
1903,Permintaan & Hasil,Quantitative,32721-3,Tacrolimus,,,,
1904,Permintaan & Hasil,Quantitative,32721-3,Tacrolimus,,,,
1905,Permintaan & Hasil,Quantitative,30522-7,hs-CRP,,,,
1906,Permintaan & Hasil,Quantitative,30522-7,hs-CRP,,,,
1907,Permintaan & Hasil,Quantitative,30522-7,hs-CRP,,,,
1908,Permintaan & Hasil,Quantitative,30522-7,hs-CRP,,,,
1909,Permintaan & Hasil,Quantitative,30522-7,hs-CRP,,,,
1910,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1911,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1912,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1913,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1914,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1915,Permintaan & Hasil,Quantitative,1988-5,CRP kuantitatif,,,,
1916,Permintaan & Hasil,Ordinal,11039-5,CRP kualitatif,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1917,Permintaan & Hasil,Quantitative,1705-3,Asetoasetat,,,,
1918,Permintaan & Hasil,Quantitative,6768-6,Fosfatase alkali,,,,
1919,Permintaan & Hasil,Quantitative,6768-6,Fosfatase alkali,,,,
1920,Permintaan & Hasil,Quantitative,6768-6,Fosfatase alkali,,,,
1921,Permintaan & Hasil,Quantitative,6768-6,Fosfatase alkali,,,,
1922,Hasil,Quantitative,X099210,Fosfatase alkali baseline,,,,
1923,Permintaan & Hasil,Quantitative,1798-8,Amilase,,,,
1924,Permintaan & Hasil,Quantitative,1799-6,Amilase urine,,,,
1925,Permintaan & Hasil,Quantitative,1800-2,Amilase urine 24 jam,,,,
1926,Permintaan,Quantitative,X099211,Amilase pankreatik,,,,
1927,Hasil,Quantitative,1805-1,Amilase pankreatik,,,,
1928,Hasil,Quantitative,1805-1,Amilase pankreatik,,,,
1929,Hasil,Quantitative,1805-1,Amilase pankreatik,,,,
1930,Permintaan & Hasil,Quantitative,1796-2,Amilase cairan pleura,,,,
1931,Permintaan & Hasil,Quantitative,22763-7,Amonia baseline,,,,
1932,Permintaan & Hasil,Quantitative,1839-0,Amonia,,,,
1933,Permintaan & Hasil,Quantitative,5568-1,Aseton,,,,
1934,Permintaan & Hasil,Quantitative,1920-8,Aspartate Aminotransferase (AST) / SGOT,,,,
1935,Permintaan & Hasil,Quantitative,88112-8,Aspartate Aminotransferase (AST) / SGOT,,,,
1936,Permintaan & Hasil,Quantitative,1742-6,Alanine Aminotransferase (ALT) / SGPT,,,,
1937,Permintaan & Hasil,Quantitative,1744-2,Alanine Aminotransferase (ALT) / SGPT,,,,
1938,Permintaan,Quantitative,34543-9,Bilirubin,,,,
1939,Permintaan & Hasil,Quantitative,1975-2,Bilirubin total,,,,
1940,Permintaan & Hasil,Quantitative,1975-2,Bilirubin total,,,,
1941,Permintaan & Hasil,Quantitative,1968-7,Bilirubin direk,,,,
1942,Permintaan & Hasil,Quantitative,1968-7,Bilirubin direk,,,,
1943,Permintaan & Hasil,Quantitative,1971-1,Bilirubin indirek,,,,
1944,Permintaan & Hasil,Quantitative,1971-1,Bilirubin indirek,,,,
1945,Permintaan,Quantitative,24336-0,Analisa gas darah,,,,
1946,Permintaan & Hasil,Quantitative,2744-1,pH darah arteri,,,,
1947,Permintaan & Hasil,Quantitative,2744-1,pH darah arteri,,,,
1948,Permintaan & Hasil,Quantitative,2019-8,pCO2,,,,
1949,Permintaan & Hasil,Quantitative,2019-8,pCO2,,,,
1950,Permintaan & Hasil,Quantitative,2703-7,pO2,,,,
1951,Permintaan & Hasil,Quantitative,2703-7,pO2,,,,
1952,Permintaan & Hasil,Quantitative,1960-4,Bikarbonat (HCO3),,,,
1953,Permintaan & Hasil,Quantitative,1960-4,Bikarbonat (HCO3),,,,
1954,Permintaan & Hasil,Quantitative,2026-3,Total CO2,,,,
1955,Permintaan & Hasil,Quantitative,2026-3,Total CO2,,,,
1956,Hasil,Quantitative,1925-7,Kelebihan Basa / Base Excess (BE),,,,
1957,Hasil,Quantitative,1925-7,Kelebihan Basa / Base Excess (BE),,,,
1958,Permintaan & Hasil,Quantitative,2708-6,Saturasi O2,,,,
1959,Permintaan & Hasil,Quantitative,2708-6,Saturasi O2,,,,
1960,Hasil,Quantitative,19230-2,Standar Bikarbonat (HCO3),,,,
1961,Hasil,Quantitative,19235-1,Standar Kelebihan Basa / Base Excess (BE),,,,
1962,Permintaan & Hasil,Quantitative,3084-1,Asam urat,,,,
1963,Permintaan & Hasil,Quantitative,3086-6,Asam urat urine,,,,
1964,Permintaan & Hasil,Quantitative,6873-4,Beta hidroksibutirat,,,,
1965,Permintaan,,72694-3,Kolinesterase,,,,
1966,Permintaan & Hasil,Quantitative,2098-2,Kolinesterase,,,,
1967,Permintaan & Hasil,Quantitative,2098-2,Kolinesterase,,,,
1968,Hasil,Quantitative,X099212,Kolinesterase baseline,,,,
1969,Permintaan & Hasil,Quantitative,2093-3,Kolesterol total,,,,
1970,Permintaan & Hasil,Quantitative,2093-3,Kolesterol total,,,,
1971,Permintaan & Hasil,Quantitative,2085-9,Kolesterol HDL,,,,
1972,Permintaan & Hasil,Quantitative,2085-9,Kolesterol HDL,,,,
1973,Permintaan & Hasil,Quantitative,2089-1,Kolesterol LDL,,,,
1974,Permintaan & Hasil,Quantitative,96259-7,Kolesterol LDL indirek,,,,
1975,Permintaan & Hasil,Quantitative,2089-1,Kolesterol LDL direk,,,,
1976,Permintaan & Hasil,Quantitative,90364-1,Kolesterol Small Dense LDL,,,,
1977,Permintaan & Hasil,Quantitative,90364-1,Kolesterol Small Dense LDL direk,,,,
1978,Permintaan & Hasil,Quantitative,90364-1,Kolesterol Small Dense LDL indirek,,,,
1979,Hasil,Quantitative,2091-7,Kolesterol VLDL,,,,
1980,Hasil,Quantitative,13458-5,Kolesterol VLDL indirek,,,,
1981,Permintaan & Hasil,Quantitative,2571-8,Trigliserida,,,,
1982,Permintaan & Hasil,Quantitative,2571-8,Trigliserida,,,,
1983,Permintaan & Hasil,Quantitative,9830-1,Rasio kolesterol total/kolesterol HDL,,,,
1984,Hasil,Quantitative,11054-4,Rasio kolesterol LDL/kolesterol HDL,,,,
1985,Permintaan & Hasil,Quantitative,10835-7,Lipoprotein a,,,,
1986,Permintaan & Hasil,Quantitative,10835-7,Lipoprotein a,,,,
1987,Permintaan & Hasil,Quantitative,1869-7,Apolipoprotein A-1,,,,
1988,Permintaan & Hasil,Quantitative,1869-7,Apolipoprotein A-1,,,,
1989,Permintaan & Hasil,Quantitative,1869-7,Apolipoprotein A-1,,,,
1990,Permintaan & Hasil,Quantitative,1884-6,Apolipoprotein B,,,,
1991,Permintaan & Hasil,Quantitative,1884-6,Apolipoprotein B,,,,
1992,Permintaan & Hasil,Quantitative,1884-6,Apolipoprotein B,,,,
1993,Hasil,Quantitative,1874-7,Rasio Apolipoprotein B/Apolipoprotein A-1,,,,
1994,Permintaan & Hasil,Quantitative,2157-6,Kreatinin kinase (CK),,,,
1995,Permintaan & Hasil,Quantitative,2157-6,Kreatinin kinase (CK),,,,
1996,Permintaan & Hasil,Quantitative,2157-6,Kreatinin kinase (CK),,,,
1997,Permintaan & Hasil,Quantitative,32673-6,Kreatinin kinase (CK)-MB,,,,
1998,Permintaan & Hasil,Quantitative,32673-6,Kreatinin kinase (CK)-MB,,,,
1999,Permintaan & Hasil,Quantitative,32673-6,Kreatinin kinase (CK)-MB,,,,
2000,Permintaan & Hasil,Quantitative,32673-6,Kreatinin kinase (CK)-MB,,,,
2001,Permintaan & Hasil,Quantitative,13969-1,Kreatinin kinase (CK)-MB (Mass),,,,
2002,Permintaan & Hasil,Quantitative,2028-9,CO2 Total,,,,
2003,Permintaan & Hasil,Quantitative,33863-2,Cystatin C,,,,
2004,Permintaan & Hasil,Quantitative,33863-2,Cystatin C,,,,
2005,Permintaan & Hasil,Quantitative,33863-2,Cystatin C,,,,
2006,Permintaan & Hasil,Quantitative,33863-2,Cystatin C,,,,
2007,Permintaan & Hasil,Quantitative,94677-2,eGFR (Cystatin C CKD-EPI),,,,
2008,Permintaan & Hasil,Quantitative,49135-7,FENa (Fractional Excretion of Sodium),,,,
2009,Permintaan & Hasil,Quantitative,62238-1,eGFR (CKD-EPI),,,,
2010,Permintaan & Hasil,Quantitative,77147-7,eGFR MDRD,,,,
2011,Hasil,Quantitative,48642-3,eGFR MDRD,,,,
2012,Hasil,Quantitative,50044-7,eGFR MDRD,,,,
2013,Hasil,Quantitative,70969-1,eGFR MDRD,,,,
2014,Permintaan,Quantitative,45066-8,eGFR,,,,
2015,Permintaan & Hasil,Quantitative,69405-9,eGFR,,,,
2016,Permintaan & Hasil,Quantitative,20977-5,Ureum,,,,
2017,Permintaan & Hasil,Quantitative,20977-5,Ureum,,,,
2018,Hasil,Quantitative,56997-0,Rasio ureum/kreatinin serum,,,,
2019,Permintaan & Hasil,Quantitative,3094-0,Blood Urea Nitrogen (BUN),,,,
2020,Permintaan & Hasil,Quantitative,3094-0,Blood Urea Nitrogen (BUN),,,,
2021,Permintaan & Hasil,Quantitative,48999-7,Ureum urine 24 jam,,,,
2022,Permintaan & Hasil,Quantitative,3096-5,Ureum nitrogen urine 24 jam,,,,
2023,Permintaan & Hasil,Quantitative,3092-4,Ureum urine,,,,
2024,Permintaan & Hasil,Quantitative,3095-7,Ureum nitrogen urine,,,,
2025,Permintaan & Hasil,Quantitative,3098-1,Urea clearence,,,,
2026,Permintaan & Hasil,Quantitative,51735-9,Urea clearance,,,,
2027,Permintaan & Hasil,Quantitative,2160-0,Kreatinin serum,,,,
2028,Permintaan & Hasil,Quantitative,2160-0,Kreatinin serum,,,,
2029,Permintaan & Hasil,Quantitative,2160-0,Kreatinin serum,,,,
2030,Permintaan & Hasil,Quantitative,2162-6,Kreatinin urine 24 jam,,,,
2031,Permintaan & Hasil,Quantitative,2162-6,Kreatinin urine 24 jam,,,,
2032,Permintaan & Hasil,Quantitative,2161-8,Kreatinin urine,,,,
2033,Permintaan & Hasil,Quantitative,2161-8,Kreatinin urine,,,,
2034,Hasil,Quantitative,3167-4,Volume urine 24 Jam,,,,
2035,Permintaan & Hasil,Quantitative,2837-3,Pregnenolone,,,,
2036,Permintaan & Hasil,Quantitative,2837-3,Pregnenolone,,,,
2037,Permintaan & Hasil,Quantitative,2191-5,DHEA-S,,,,
2038,Permintaan & Hasil,Quantitative,2191-5,DHEA-S,,,,
2039,Permintaan & Hasil,Quantitative,2141-0,ACTH,,,,
2040,Permintaan & Hasil,Naratif ,91545-4,Anti Myelin Oligodendrocyte Glycoprotein (MOG) ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2041,Permintaan ,Naratif ,X099298,Oligoclonal bands,,,,
2042,Hasil ,Naratif ,17821-0,Oligoclonal bands,,,,
2043,Hasil,Naratif,49293-4,Oligoclonal bands,,,,
2044,Permintaan & Hasil,Quantitative,30341-2,LED 1,,,,
2045,Permintaan & Hasil,Quantitative,18184-2,LED 2,,,,
2046,Permintaan & Hasil,Quantitative,26458-0,Eritrosit cairan sendi ,,,,
2047,Permintaan & Hasil,Ordinal ,1928-1,Protein Bence Jones,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2048,Permintaan & Hasil,Ordinal ,56888-1,HIV 1 + 2 Ab + HIV 1 p24 (4th generation) ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2049,Permintaan & Hasil,SemiQuantitative,31147-2,RPR ,,,,
2050,Permintaan & Hasil,Quantitative,74096-9,Tacrolimus ,,,,
2051,Permintaan & Hasil,Quantitative,77348-1,Tacrolimus ,,,,
2052,Permintaan & Hasil,Quantitative,50544-6,Everolimus ,,,,
2053,Permintaan ,,100898-6,Profil Lipid ,,,,
2054,Permintaan & Hasil,Ordinal ,3425-6,Canabis Sintetis Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2055,Permintaan & Hasil,Ordinal ,26764-1,Canabis Sintetis Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2056,Permintaan & Hasil,Ordinal ,X099302,Tramadol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
